,Month,Year,Type,Country,Area,Activity,Sex,Age,Fatal (Y/N)
3246,August,2007,Unprovoked,USA,South Carolina,Boogie Boarding,M,9.0,N
3249,March,2007,Unprovoked,USA,Florida,Surfing,M,29.0,N
3251,August,2006,Unprovoked,USA,Oregon,Surfing,M,23.0,N
3253,August,2006,Unprovoked,USA,North Carolina,Wading,F,59.0,N
3254,July,2006,Unprovoked,USA,Florida,Spearfishing,F,28.0,N
3256,June,2005,Unprovoked,USA,Florida,Swimming with boogie board,F,14.0,Y
3257,May,2005,Unprovoked,USA,Florida,Swimming,M,33.0,N
3262,July,2003,Provoked,USA,Florida,"Walking, carrying surfboard & stepped on shark",M,10.0,N
3269,July,2000,Unprovoked,USA,Florida,Snorkeling,F,45.0,N
3270,July,2000,Unprovoked,USA,Florida,Standing,F,19.0,N
3272,October,1999,Unprovoked,USA,Florida,Body boarding,M,45.0,N
3273,November,1998,Unprovoked,USA,Florida,Swimming,M,9.0,Y
3276,August,1997,Unprovoked,USA,Florida,Wade-fishing,M,22.0,N
3278,October,1996,Unprovoked,USA,California,Surfing,M,31.0,N
3279,July,1996,Unprovoked,USA,Florida,Standing,F,8.0,N
3280,July,1995,Unprovoked,USA,Florida,Surfing,M,18.0,N
3281,May,1994,Unprovoked,USA,Florida,Spearfishing,M,35.0,N
3285,January,1993,Unprovoked,USA,Oregon,Surfing,M,29.0,N
3291,October,1990,Unprovoked,USA,Florida,Surfing,M,25.0,N
3292,October,1990,Unprovoked,USA,Florida,Surfing,M,19.0,N
3295,September,1989,Unprovoked,USA,North Carolina,Surfing,M,31.0,N
3298,August,1987,Unprovoked,USA,Florida,Wading,M,12.0,N
3300,September,1985,Unprovoked,USA,California,Free diving & spearfishing (descending),M,22.0,N
3303,January,1984,Unprovoked,USA,Florida,Surfing,M,22.0,N
3304,October,1983,Unprovoked,USA,Florida,Wading,M,20.0,N
3308,November,1981,Unprovoked,USA,Hawaii,Diving to untangle a crab trap line from boat's propeller,M,59.0,N
3317,July,1976,Unprovoked,USA,Louisiana,Playing,M,10.0,N
3319,May,1975,Unprovoked,USA,Florida,Bathing,F,10.0,N
3320,July,1974,Unprovoked,USA,Georgia,Swimming,M,17.0,Y
3321,April,1974,Unprovoked,USA,Florida,Swimming,F,11.0,N
3325,August,1972,Unprovoked,USA,Hawaii,Spearfishing,M,22.0,N
3329,August,1969,Unprovoked,USA,Florida,Surfing,M,15.0,N
3330,July,1968,Unprovoked,USA,Florida,Wading,M,33.0,N
3333,June,1967,Provoked,USA,Florida,Spearfishing,M,26.0,N
3350,August,1959,Unprovoked,USA,Georgia,Standing,F,15.0,N
3351,July,1959,Provoked,USA,California,Dragging stranded shark ashore,M,22.0,N
3353,June,1959,Unprovoked,USA,California,Free diving for abalone,M,33.0,Y
3356,December,1958,Unprovoked,USA,Hawaii,Surfing on air mattress,M,15.0,Y
3362,July,1950,Unprovoked,USA,Texas,Swimming,M,11.0,N
3419,March,2023,Unprovoked,USA,Florida,Kite-Surfing,M,67.0,N
3425,July,2021,Provoked,USA,Florida,Fishing,M,47.0,N
3436,June,2019,Unprovoked,USA,Georgia,Swimming,M,64.0,N
3438,February,2019,Unprovoked,USA,Florida,Spearfishing,M,50.0,N
3441,September,2018,Unprovoked,USA,California,Diving,M,13.0,N
3442,November,2017,Unprovoked,USA,California,Spearfishing,M,25.0,N
3445,April,2017,Unprovoked,USA,Florida,Surfing,F,22.0,N
3447,October,2016,Unprovoked,USA,Florida,Surfing,M,42.0,N
3449,May,2016,Provoked,USA,Florida,Teasing a shark,F,23.0,N
3453,September,2015,Unprovoked,USA,Florida,Wading,M,12.0,N
3458,December,2014,Unprovoked,USA,California,Surfing,M,50.0,N
3461,August,2014,Unprovoked,USA,North Carolina,Surfing,M,29.0,N
3464,March,2014,Unprovoked,USA,Florida,Kite Surfing,M,22.0,N
3468,July,2013,Unprovoked,USA,South Carolina,Swimming,M,32.0,N
3469,April,2013,Unprovoked,USA,Florida,Playing in the surf,M,9.0,N
3473,July,2012,Unprovoked,USA,Massachusetts,Body surfing,M,50.0,N
3474,June,2012,Unprovoked,USA,Hawaii,Sitting in the water,F,16.0,N
3475,March,2012,Unprovoked,USA,Florida,Surfing,F,15.0,N
3476,September,2011,Unprovoked,USA,South Carolina,Jumping in the waves,M,5.0,N
3478,April,2011,Unprovoked,USA,Florida,Spearfishing,M,32.0,N
3482,June,2010,Unprovoked,USA,Florida,Surfing,M,20.0,N
3485,October,2009,Unprovoked,USA,California,Surfing,M,22.0,N
3486,September,2009,Unprovoked,USA,Florida,Swimming,M,22.0,N
3489,May,2009,Unprovoked,USA,Florida,Surfing,M,55.0,N
3490,April,2009,Unprovoked,USA,Florida,Surfing,M,52.0,N
3497,February,2008,Unprovoked,USA,Florida,Surfing,M,25.0,N
3498,September,2007,Unprovoked,USA,Florida,Swimming,M,58.0,N
3499,June,2007,Unprovoked,USA,Florida,Surfing,M,20.0,N
3503,July,2006,Unprovoked,USA,Florida,Wading,M,40.0,N
3504,December,2005,Unprovoked,USA,Hawaii,Swimming,M,29.0,N
3505,August,2005,Unprovoked,USA,South Carolina,Swimming,M,8.0,N
3509,September,2003,Unprovoked,USA,Florida,Surfing,M,30.0,N
3510,August,2003,Provoked,USA,Texas,Fishing,M,22.0,N
3515,September,2001,Unprovoked,USA,Florida,Boogie boarding,M,6.0,N
3516,August,2001,Unprovoked,USA,Florida,Surfing,F,17.0,N
3518,April,2001,Unprovoked,USA,Florida,Surfing,M,22.0,N
3519,November,2000,Unprovoked,USA,California,Surfing,M,27.0,N
3520,October,2000,Unprovoked,USA,Florida,Surfing,M,17.0,N
3523,June,2000,Unprovoked,USA,Florida,Standing,M,52.0,N
3530,February,1996,Provoked,USA,Missouri,Swimming in fish tank,F,32.0,N
3531,August,1995,Unprovoked,USA,Florida,Surfing,M,18.0,N
3532,August,1995,Unprovoked,USA,Florida,Body boarding,M,12.0,N
3534,July,1995,Provoked,USA,Mississippi,Fishing,F,32.0,N
3538,May,1994,Unprovoked,USA,Florida,Surfing,M,24.0,N
3545,October,1991,Unprovoked,USA,Florida,Surfing,M,21.0,N
3546,January,1989,Unprovoked,USA,California,Kayaking,F,24.0,Y
3549,November,1986,Unprovoked,USA,Florida,Surfing,M,26.0,N
3550,January,1986,Unprovoked,USA,California,Surfing,M,16.0,N
3551,November,1984,Provoked,USA,Florida,Spearfishing,M,29.0,N
3552,September,1984,Unprovoked,USA,Florida,Swimming,M,60.0,N
3554,August,1983,Provoked,USA,Florida,Skindiving,M,14.0,N
3555,May,1983,Unprovoked,USA,Florida,Water-skiing,M,21.0,N
3563,June,1977,Unprovoked,USA,Texas,Collecting fish from net,M,25.0,N
3564,April,1977,Unprovoked,USA,Hawaii,Swimming,M,22.0,N
3566,November,1975,Unprovoked,USA,Florida,Surfing,M,18.0,N
3568,July,1975,Unprovoked,USA,Florida,Surfing,M,16.0,N
3584,July,1966,Unprovoked,USA,Texas,Diving for sand dollars,M,16.0,N
3597,June,1961,Unprovoked,USA,Florida,Scuba diving & spearfishing,M,23.0,Y
3610,June,1954,Provoked,USA,California,Grabbed shark & threw it on deck,M,35.0,N
3616,October,1950,Unprovoked,USA,California,Body surfing / treading water,M,31.0,N
3617,June,1950,Unprovoked,USA,New York,Swimming,M,16.0,N
3690,July,2023,Unprovoked,USA,New York,Swimming,M,47.0,N
3691,April,2023,Unprovoked,USA,Florida,Windsurfing,M,50.0,N
3692,November,2022,Provoked,USA,Florida,Fishing,M,29.0,N
3697,July,2020,Unprovoked,USA,Florida,Diving,M,38.0,N
3698,March,2020,Unprovoked,USA,California,Stand-Up Paddleboarding,M,15.0,N
3699,October,2019,Unprovoked,USA,Guam,Surfing,M,22.0,N
3701,July,2019,Unprovoked,USA,Rhode Island,Surfing,M,18.0,N
3706,May,2018,Unprovoked,USA,South Carolina,Swimming,M,10.0,N
3710,August,2017,Unprovoked,USA,South Carolina,Swimming,M,13.0,N
3711,July,2017,Unprovoked,USA,Florida,Swimming,M,46.0,N
3713,June,2017,Unprovoked,USA,South Carolina,Swimming,F,16.0,N
3717,July,2016,Unprovoked,USA,Florida,Surfing,F,9.0,N
3719,May,2016,Unprovoked,USA,Florida,Swimming,M,48.0,N
3723,May,2015,Unprovoked,USA,Florida,Wading,F,19.0,N
3724,April,2015,Unprovoked,USA,Hawaii,Snorkeling,F,65.0,Y
3725,January,2015,Provoked,USA,Hawaii,Shark fishing,M,20.0,N
3728,August,2014,Unprovoked,USA,South Carolina,Boogie boarding,M,10.0,N
3729,April,2014,Unprovoked,USA,Florida,Surfing,M,15.0,N
3730,March,2014,Unprovoked,USA,Florida,Surfing,M,21.0,N
3732,June,2013,Unprovoked,USA,Florida,Swimming,M,22.0,N
3734,September,2012,Unprovoked,USA,Florida,Swimming or boogie boarding,F,56.0,N
3736,December,2011,Provoked,USA,Hawaii,Canoeing,M,22.0,N
3738,February,2010,Provoked,USA,Florida,Surf fishing / wading,M,22.0,N
3748,August,2007,Unprovoked,USA,Florida,Swimming,F,15.0,N
3749,July,2007,Unprovoked,USA,North Carolina,Swimming,M,14.0,N
3750,April,2007,Unprovoked,USA,Florida,Surfing,M,24.0,N
3753,July,2006,Unprovoked,USA,Texas,Surf fishing,M,22.0,N
3755,March,2006,Unprovoked,USA,Hawaii,Surfing,F,28.0,N
3756,November,2005,Unprovoked,USA,Florida,Surfing,M,17.0,N
3759,July,2004,Unprovoked,USA,North Carolina,Surfing,F,28.0,N
3760,July,2004,Unprovoked,USA,Texas,Wading / fishing & carrying a bag of fish,M,11.0,N
3764,November,2003,Unprovoked,USA,Florida,Surfing,M,24.0,N
3767,August,2002,Unprovoked,USA,Florida,Surfing,M,15.0,N
3768,July,2002,Unprovoked,USA,South Carolina,Surfing,M,13.0,N
3770,September,2001,Unprovoked,USA,Florida,Surfing,M,14.0,N
3771,April,2001,Unprovoked,USA,Florida,Surfing,M,22.0,N
3772,April,2001,Unprovoked,USA,Hawaii,Surfing,M,22.0,N
3774,October,2000,Unprovoked,USA,Florida,Body surfing,M,11.0,N
3775,August,2000,Unprovoked,USA,Hawaii,"Windsurfing, but sitting on his board",M,53.0,N
3778,April,1998,Provoked,USA,Florida,Scuba diving,M,16.0,N
3779,October,1997,Unprovoked,USA,Florida,Surfing,M,23.0,N
3784,October,1994,Provoked,USA,Florida,Wading,F,9.0,N
3785,May,1994,Unprovoked,USA,Florida,Surfing,M,28.0,N
3788,April,1994,Unprovoked,USA,Florida,Freediving for seashells,M,71.0,N
3790,August,1993,Unprovoked,USA,North Carolina,Riding floatation device,F,19.0,N
3791,November,1992,Unprovoked,USA,California,Spearfishing / free diving,M,31.0,N
3792,October,1992,Unprovoked,USA,California,Hookah diving for sea urchins,M,40.0,N
3802,November,1987,Unprovoked,USA,Florida,Surfing,M,15.0,N
3810,September,1983,Unprovoked,USA,Florida,Standing,M,15.0,N
3811,October,1981,Unprovoked,USA,Florida,Swimming,M,19.0,N
3814,September,1974,Unprovoked,USA,California,Surfing,M,17.0,N
3815,September,1974,Unprovoked,USA,Oregon,Surfing,M,24.0,N
3817,July,1971,Unprovoked,USA,California,Hookah diving (submerged),M,22.0,N
3830,May,1961,Unprovoked,USA,California,Free diving for abalone,M,20.0,N
3835,September,1960,Provoked,USA,South Carolina,Fishing inside net,M,22.0,N
3838,October,1959,Unprovoked,USA,California,Diving for abalone,M,30.0,N
3840,September,1958,Provoked,USA,New York,Spearfishing,M,20.0,N
3841,September,1955,Unprovoked,USA,Hawaii,Hunting turtle,M,22.0,N
3916,July,2023,Unprovoked,USA,Florida,Surfing,M,21.0,N
3918,May,2023,Provoked,USA,Florida,Fishing,M,35.0,N
3919,December,2022,Unprovoked,USA,Hawaii,Snorkeling,F,60.0,Y
3920,October,2022,Unprovoked,USA,Hawaii,Snorkeling,M,51.0,N
3923,July,2021,Unprovoked,USA,Georgia,Surfing,M,58.0,N
3924,April,2021,Unprovoked,USA,Florida,Swimming,M,36.0,N
3925,March,2021,Unprovoked,USA,Florida,Swimming,M,7.0,N
3928,January,2021,Unprovoked,USA,Florida,Surfing,M,19.0,N
3930,September,2020,Unprovoked,USA,Hawaii,Snorkeling,F,70.0,N
3932,May,2020,Unprovoked,USA,California,Swimming,F,57.0,N
3936,December,2019,Unprovoked,USA,Hawaii,Stand-Up Paddleboarding,M,57.0,N
3937,August,2019,Unprovoked,USA,Florida,Wading,M,11.0,N
3938,May,2019,Unprovoked,USA,Florida,Fishing,M,22.0,N
3940,February,2019,Unprovoked,USA,Hawaii,Surfing,M,22.0,N
3942,July,2018,Provoked,USA,California,Wading,F,58.0,N
3944,October,2017,Unprovoked,USA,Hawaii,Snorkeling,F,40.0,N
3949,May,2016,Unprovoked,USA,California,Swimming,F,52.0,N
3950,October,2015,Unprovoked,USA,Texas,Wading,M,13.0,N
3955,October,2014,Unprovoked,USA,Hawaii,Stand-Up Paddleboarding,F,22.0,N
3958,April,2014,Unprovoked,USA,Florida,Wading,M,25.0,N
3960,November,2013,Unprovoked,USA,New Jersey,Body boarding,M,16.0,N
3961,October,2013,Unprovoked,USA,Hawaii,Kiteboarding,M,46.0,N
3962,September,2013,Provoked,USA,Florida,Surfing,M,43.0,N
3963,July,2013,Unprovoked,USA,Hawaii,Snorkeling,F,56.0,N
3969,July,2011,Unprovoked,USA,New Jersey,Wade Fishing,M,22.0,N
3971,May,2011,Unprovoked,USA,Florida,Body surfing,M,86.0,N
3972,May,2011,Unprovoked,USA,Florida,Surfing,M,37.0,N
3976,July,2010,Provoked,USA,New York,Fishing,M,20.0,N
3982,October,2009,Unprovoked,USA,Hawaii,Surfing,M,54.0,N
3983,July,2009,Unprovoked,USA,Florida,Swimming,F,19.0,N
3985,March,2009,Unprovoked,USA,Hawaii,Swimming,M,61.0,N
3988,September,2008,Unprovoked,USA,Florida,Surfing,M,40.0,N
3989,August,2008,Unprovoked,USA,Florida,"Swimming, towing surfboard",M,20.0,N
3990,August,2008,Unprovoked,USA,Florida,Wading,F,13.0,N
3994,March,2007,Unprovoked,USA,Florida,Surfing,M,27.0,N
3998,June,2006,Unprovoked,USA,South Carolina,Playing,F,7.0,N
4000,January,2006,Unprovoked,USA,California,Night Surfing,M,22.0,N
4002,August,2005,Unprovoked,USA,California,Surfing,M,37.0,N
4003,July,2005,Unprovoked,USA,Texas,Holding onto an inflatable boat,F,14.0,N
4005,February,2005,Unprovoked,USA,Hawaii,Surfing,M,22.0,N
4008,May,2004,Unprovoked,USA,Texas,Tandem surfing,M,28.0,N
4009,March,2004,Unprovoked,USA,Florida,Surfing,M,20.0,N
4012,April,2003,Unprovoked,USA,Florida,Surfing,M,12.0,N
4014,March,2002,Unprovoked,USA,Florida,Snorkeling,M,39.0,N
4015,September,2001,Unprovoked,USA,Florida,Walking in shallows,M,13.0,N
4016,August,2001,Unprovoked,USA,Florida,Surfing,M,19.0,N
4018,March,2000,Unprovoked,USA,Florida,Surfing,M,37.0,N
4020,September,1999,Unprovoked,USA,Florida,Wading to shore after surfing,M,22.0,N
4023,June,1999,Unprovoked,USA,Florida,Adrift in a life jacket,M,20.0,N
4025,November,1998,Unprovoked,USA,Oregon,Surfing,M,32.0,N
4028,March,1998,Unprovoked,USA,Florida,Swimming,M,40.0,N
4029,March,1998,Unprovoked,USA,Florida,Swimming or paddle boarding,M,32.0,N
4030,September,1997,Unprovoked,USA,Florida,Surfing,M,20.0,N
4031,October,1996,Unprovoked,USA,California,Surfing,M,22.0,N
4035,August,1993,Unprovoked,USA,Hawaii,"Surfing, paddling seawards",M,22.0,N
4041,March,1992,Unprovoked,USA,Hawaii,"Surfing, paddling seawards",F,36.0,N
4043,May,1991,Unprovoked,USA,Hawaii,Sitting on surfboard,M,23.0,N
4051,July,1988,Unprovoked,USA,Florida,Boogie boarding,M,37.0,N
4059,November,1983,Unprovoked,USA,Florida,Surfing,M,15.0,N
4063,September,1981,Unprovoked,USA,Florida,Surfing,M,22.0,N
4067,September,1976,Unprovoked,USA,Florida,Swimming,M,16.0,Y
4069,September,1974,Unprovoked,USA,California,Scuba diving (but on surface),M,41.0,N
4075,October,1967,Unprovoked,USA,Florida,Standing on sandbar,M,19.0,N
4081,June,1966,Provoked,USA,New Jersey,Clamming,M,15.0,N
4082,January,1966,Unprovoked,USA,Florida,Swimming,M,35.0,N
4096,August,1961,Unprovoked,USA,California,Swimming,M,16.0,N
4101,March,1960,Unprovoked,USA,Florida,Treading water,M,42.0,N
4110,August,1954,Unprovoked,USA,Louisiana,Wading,F,27.0,N
4112,February,1953,Provoked,USA,Hawaii,Bitten while cutting shark from net,M,22.0,N
4171,May,2023,Unprovoked,USA,South Carolina,Swimming,F,24.0,N
4174,December,2022,Unprovoked,USA,Samoa,Diving,M,43.0,N
4176,April,2022,Unprovoked,USA,Alabama,Swimming,M,17.0,N
4177,December,2021,Unprovoked,USA,Hawaii,Surfing,M,22.0,N
4181,January,2020,Unprovoked,USA,North Carolina,Surfing,M,26.0,N
4184,September,2019,Unprovoked,USA,Florida,Swimming,M,22.0,N
4185,August,2019,Unprovoked,USA,Cayman Islands,Spearfishing,M,70.0,N
4186,July,2019,Provoked,USA,North Carolina,Fishing,M,22.0,N
4192,October,2017,Unprovoked,USA,Florida,Surfing,M,17.0,N
4202,September,2015,Unprovoked,USA,Florida,Swimming,M,22.0,N
4203,July,2015,Unprovoked,USA,North Carolina,Swimming,M,68.0,N
4204,June,2015,Unprovoked,USA,North Carolina,Wading,F,12.0,N
4205,August,2014,Unprovoked,USA,Florida,Standing,M,22.0,N
4206,July,2014,Unprovoked,USA,Florida,Swimming,M,39.0,N
4209,August,2013,Unprovoked,USA,South Carolina,Surfing,M,10.0,N
4214,August,2011,Unprovoked,USA,Texas,Wade Fishing,F,39.0,N
4218,May,2011,Unprovoked,USA,Hawaii,Surfing,F,22.0,N
4219,May,2011,Provoked,USA,Florida,Fishing,M,22.0,N
4222,June,2010,Unprovoked,USA,Florida,Boogie Boarding,F,18.0,N
4228,September,2008,Unprovoked,USA,Florida,Surfing,M,44.0,N
4234,August,2007,Unprovoked,USA,Florida,Surfing,M,54.0,N
4238,June,2006,Unprovoked,USA,California,Scuba diving,M,43.0,N
4240,September,2005,Unprovoked,USA,South Carolina,Surfing,M,18.0,Y
4244,October,2004,Unprovoked,USA,California,Surfing,M,22.0,N
4247,October,2003,Provoked,USA,Florida,Surfing,M,30.0,N
4249,July,2002,Provoked,USA,Maryland,Shark Fishing,M,41.0,Y
4252,March,2002,Unprovoked,USA,Florida,Surfing,M,31.0,N
4255,August,2001,Unprovoked,USA,Florida,Boogie Boarding,M,18.0,N
4257,May,2001,Unprovoked,USA,South Carolina,Swimming,M,11.0,N
4258,April,2001,Unprovoked,USA,Florida,Surfing,M,16.0,N
4259,October,2000,Unprovoked,USA,North Carolina,Surfing,M,24.0,N
4260,September,2000,Unprovoked,USA,Florida,Wading,M,40.0,N
4262,December,1999,Unprovoked,USA,Florida,Surfing,M,35.0,N
4263,December,1998,Provoked,USA,Florida,Surfing,M,19.0,N
4264,August,1998,Unprovoked,USA,Florida,Body-boarding,M,11.0,N
4265,August,1997,Unprovoked,USA,Florida,Walking / surfing,M,22.0,N
4266,August,1997,Unprovoked,USA,California,Surfing (sitting on his board),M,29.0,N
4269,September,1995,Unprovoked,USA,Florida,Surfing,M,19.0,N
4270,August,1995,Unprovoked,USA,Florida,Surfing,M,20.0,N
4273,September,1992,Unprovoked,USA,Florida,Standing,F,18.0,N
4276,April,1990,Unprovoked,USA,Hawaii,Sitting on surfboard,M,22.0,N
4278,April,1988,Unprovoked,USA,Florida,Surfing,M,14.0,N
4280,April,1987,Unprovoked,USA,Texas,Swimming,F,16.0,N
4282,October,1985,Provoked,USA,Alabama,Fishing,M,22.0,N
4287,December,1981,Unprovoked,USA,Hawaii,"Spearfishing, but swimming on surface",M,22.0,N
4288,July,1981,Unprovoked,USA,Florida,Swimming,F,16.0,N
4295,July,1975,Unprovoked,USA,California,Diving for abalone (Hookah),M,34.0,N
4297,August,1973,Unprovoked,USA,Virginia,Crabbing (spearing crabs),M,17.0,N
4304,July,1968,Unprovoked,USA,California,Free diving,M,25.0,N
4307,June,1966,Provoked,USA,Florida,Fishing,M,18.0,N
4310,April,1965,Unprovoked,USA,Florida,Paddling on surfboard,M,17.0,N
4320,August,1959,Provoked,USA,South Carolina,Fishing,M,22.0,N
4322,July,1958,Unprovoked,USA,Florida,"Swimming, ducking for shells in water 0.9 m deep",M,12.0,N
4323,February,1957,Unprovoked,USA,Florida,Floating,M,22.0,N
4327,July,1952,Unprovoked,USA,Puerto Rico,"Spearfishing, carrying fish on spear",M,22.0,N
4329,January,1952,Unprovoked,USA,Florida,Swimming,M,22.0,Y
4334,January,1950,Unprovoked,USA,Florida,Standing,M,22.0,N
4425,November,2022,Unprovoked,USA,California,Swimming,F,50.0,N
4434,May,2019,Unprovoked,USA,California,Surfing,F,28.0,N
4439,August,2018,Unprovoked,USA,North Carolina,Swimming/Standing,F,15.0,N
4442,August,2017,Unprovoked,USA,Florida,Wading,F,3.0,N
4443,June,2017,Unprovoked,USA,South Carolina,Swimming,F,14.0,N
4445,April,2017,Unprovoked,USA,California,Swimming,F,22.0,N
4447,April,2017,Unprovoked,USA,Florida,Swimming,F,21.0,N
4453,June,2016,Unprovoked,USA,Florida,Wading,M,22.0,N
4454,April,2016,Unprovoked,USA,Florida,Surfing,M,15.0,N
4456,January,2016,Unprovoked,USA,Texas,Spearfishing,M,22.0,N
4459,June,2015,Unprovoked,USA,North Carolina,Wading,M,16.0,N
4461,November,2014,Unprovoked,USA,Florida,Surfing,M,18.0,N
4463,August,2014,Unprovoked,USA,Louisiana,Swimming,M,7.0,N
4464,July,2014,Unprovoked,USA,California,Surfing,M,22.0,N
4466,August,2013,Unprovoked,USA,California,Swimming,M,22.0,N
4467,July,2013,Unprovoked,USA,North Carolina,Wading,F,63.0,N
4469,September,2012,Unprovoked,USA,Florida,Surfing,M,21.0,N
4470,August,2012,Unprovoked,USA,Alabama,Wading or swimming,M,31.0,N
4472,May,2012,Unprovoked,USA,Florida,Surfing,M,22.0,N
4475,June,2011,Unprovoked,USA,California,Surfing,M,22.0,N
4478,July,2010,Unprovoked,USA,California,Surfing,M,19.0,N
4479,April,2010,Unprovoked,USA,Hawaii,Surfing,M,68.0,N
4482,May,2009,Unprovoked,USA,Florida,Surfing,M,31.0,N
4484,August,2008,Unprovoked,USA,Florida,Swimming,M,47.0,N
4489,June,2007,Unprovoked,USA,California,Swimming,F,22.0,N
4493,July,2006,Unprovoked,USA,Florida,Surfing,M,15.0,N
4494,July,2006,Unprovoked,USA,South Carolina,Standing,M,49.0,N
4495,April,2006,Unprovoked,USA,Florida,Standing,F,13.0,N
4496,November,2005,Unprovoked,USA,Florida,Surfing,M,35.0,N
4498,September,2005,Unprovoked,USA,South Carolina,Body surfing,F,68.0,N
4499,August,2004,Unprovoked,USA,California,Diving,M,50.0,Y
4503,July,2003,Unprovoked,USA,Florida,Surfing,M,21.0,N
4504,May,2003,Unprovoked,USA,Florida,Wading,M,22.0,N
4506,October,2002,Unprovoked,USA,Florida,Surfing,M,14.0,N
4507,October,2002,Unprovoked,USA,Florida,Surfing,M,35.0,N
4508,September,2002,Unprovoked,USA,Oregon,Boogie boarding or Surfing,M,24.0,N
4512,September,2000,Unprovoked,USA,California,Sitting on surfboard,M,22.0,N
4513,August,2000,Unprovoked,USA,North Carolina,Swimming out to porpoises,M,22.0,N
4514,July,2000,Unprovoked,USA,North Carolina,Playing,F,12.0,N
4515,July,2000,Unprovoked,USA,Florida,Wading,F,13.0,N
4522,June,1997,Unprovoked,USA,Florida,"Body surfing, stood up on sandbar",M,33.0,N
4523,June,1996,Unprovoked,USA,South Carolina,Body surfing,F,24.0,N
4524,August,1995,Unprovoked,USA,Florida,Surfing,M,19.0,N
4525,August,1995,Unprovoked,USA,Florida,Surfing,M,19.0,N
4527,December,1994,Unprovoked,USA,California,Commercial diver (submerged or treading water),M,42.0,Y
4530,September,1993,Unprovoked,USA,Florida,Wading,M,19.0,N
4533,November,1992,Unprovoked,USA,Florida,Surfing,M,19.0,N
4538,January,1989,Unprovoked,USA,Virginia,Spearfishing using scuba & trailing a string of bleeding fish,M,22.0,N
4541,January,1986,Unprovoked,USA,Florida,Surfing,M,22.0,N
4542,October,1985,Unprovoked,USA,Hawaii,Floating on inner tube after diving for lobster,M,24.0,N
4544,July,1983,Unprovoked,USA,Florida,Windsurfing,F,39.0,N
4545,April,1983,Unprovoked,USA,Florida,Surfing,M,16.0,N
4546,March,1982,Unprovoked,USA,Florida,Surfing,M,16.0,N
4547,February,1982,Unprovoked,USA,Florida,Diving,M,29.0,Y
4549,September,1981,Unprovoked,USA,Florida,Swimming,M,26.0,Y
4550,August,1981,Unprovoked,USA,Florida,Diving,M,22.0,N
4555,July,1976,Unprovoked,USA,Florida,Spearfishing,M,23.0,N
4558,June,1975,Unprovoked,USA,Alabama,Swimming near his boat,M,27.0,N
4559,June,1974,Unprovoked,USA,Florida,Swimming,F,61.0,N
4579,June,1962,Unprovoked,USA,California,Escaping from Alacatraz,M,32.0,Y
4583,August,1960,Unprovoked,USA,Delaware,"Fishing, Struck by another shark when removing shark from line",M,46.0,N
4593,April,1957,Unprovoked,USA,California,Swimming,M,25.0,Y
4595,August,1956,Unprovoked,USA,Puerto Rico,Skin diving,M,13.0,Y
4666,February,2023,Unprovoked,USA,Florida,Surfing,M,60.0,N
4667,May,2022,Provoked,USA,Georgia,Fishing,M,22.0,N
4673,June,2021,Unprovoked,USA,Florida,Standing,M,71.0,N
4676,October,2020,Unprovoked,USA,"Franklin County, Florida",Surfing,M,22.0,N
4682,July,2019,Unprovoked,USA,Hawaii,Swimming,M,49.0,N
4691,September,2017,Unprovoked,USA,Texas,Swimming,F,22.0,N
4693,October,2016,Unprovoked,USA,Hawaii,Snorkeling,F,66.0,N
4698,October,2014,Unprovoked,USA,Hawaii,Stand-Up Paddleboarding,M,22.0,N
4700,June,2014,Unprovoked,USA,Palmyra Atoll,Tagging sharks,F,37.0,N
4702,June,2013,Unprovoked,USA,Texas,Swimming,M,15.0,N
4707,June,2012,Unprovoked,USA,Florida,Surfing,M,26.0,N
4708,June,2011,Unprovoked,USA,California,Spearfishing,M,28.0,N
4710,April,2011,Unprovoked,USA,Florida,Surfing,M,49.0,N
4713,September,2010,Unprovoked,USA,Florida,Swimming,M,27.0,N
4722,July,2008,Unprovoked,USA,North Carolina,Wading,F,8.0,N
4723,July,2008,Unprovoked,USA,Florida,Wading,M,16.0,N
4726,March,2007,Unprovoked,USA,Florida,Surfing,M,11.0,N
4727,December,2006,Unprovoked,USA,California,Surfing,M,43.0,N
4731,July,2005,Unprovoked,USA,Florida,Surfing,M,61.0,N
4732,June,2005,Unprovoked,USA,Florida,Fishing,M,16.0,N
4735,July,2004,Unprovoked,USA,Alabama,Wading,M,7.0,N
4737,October,2003,Unprovoked,USA,Florida,Sitting on surfboard,M,50.0,N
4739,June,2003,Unprovoked,USA,Hawaii,Swimming with pod of dolphins,M,60.0,N
4740,September,2002,Unprovoked,USA,Florida,Surfing,M,32.0,N
4741,March,2002,Unprovoked,USA,Hawaii,Body-boarding,M,17.0,N
4743,September,2001,Unprovoked,USA,Florida,Wading,M,20.0,N
4744,August,2001,Unprovoked,USA,Florida,Surfing,M,20.0,N
4745,July,2001,Unprovoked,USA,Florida,Swimming,M,8.0,N
4747,September,2000,Unprovoked,USA,Florida,Swimming,M,8.0,N
4750,July,1999,Unprovoked,USA,Florida,Wading in school of baitfish,F,30.0,N
4751,May,1998,Unprovoked,USA,Florida,Swimming / surfing,M,24.0,N
4754,June,1995,Unprovoked,USA,Florida,Swimming,M,45.0,N
4755,June,1995,Unprovoked,USA,Florida,Swimming,F,10.0,N
